url_generi
https://open.spotify.com/genre/pop-playlists
https://open.spotify.com/genre/indie_alt-playlists
https://open.spotify.com/genre/hiphop-playlists
https://open.spotify.com/genre/rock-playlists
https://open.spotify.com/genre/jazz-playlists
https://open.spotify.com/genre/rnb-playlists
https://open.spotify.com/genre/edm_dance-playlists
https://open.spotify.com/genre/test_latin-top_l
https://open.spotify.com/genre/alternative-alternative_today
https://open.spotify.com/genre/country-playlists
https://open.spotify.com/genre/modern_blues
https://open.spotify.com/genre/roots-featured-playlists
https://open.spotify.com/genre/soul-playlists
https://open.spotify.com/genre/charts-regional-weekly
https://open.spotify.com/genre/sanremo_2021-popular_playlists
https://open.spotify.com/genre/mood-playlists[1]
https://open.spotify.com/genre/instrumental-featured_playlists
https://open.spotify.com/genre/party-playlists
https://open.spotify.com/genre/caribbean-popular_playlists
https://open.spotify.com/genre/afro-top_afro
https://open.spotify.com/genre/classical-featured-playlists
https://open.spotify.com/genre/metal-playlists
https://open.spotify.com/genre/funk-playlists[1]
https://open.spotify.com/genre/punk-playlists
https://open.spotify.com/genre/ambient-featured_playlists
https://open.spotify.com/genre/ambient-digdeeper
https://open.spotify.com/genre/kpop-best-of
https://open.spotify.com/genre/christian-playlists
https://open.spotify.com/genre/arab-top_arab
https://open.spotify.com/genre/frequency-across_the_world
https://open.spotify.com/genre/decades-playlists[1]
